title;authors;editor;collection;synopsis;bonus_content;price;actors;country;age_rating;original_title;duration;production_year;EAN;availability;distributor;media_type;dvd_zone;format_tv;format_cinema;publication_date;audio_track;subtitle_track;image_URL;in_stock;category;subcategory;subcategory_genre_1;subcategory_genre_2;subcategory_genre_3;subcategory_genre_4
L'Etat sauvage;David Perrault;Pyramide Vidéo;;Etats-Unis, 1861, la guerre de Sécession fait rage. Une famille de colons français décide de fuir le Missouri où ils vivent depuis 20 ans. Edmond, Madeleine et leurs trois filles doivent traverser tout le pays pour prendre le premier bateau qui les ramènera en France. Victor, ancien mercenaire au comportement mystérieux, est chargé de veiller à la sécurité du voyage...;"Entretien avec David Perrault (25')
Moodboard et inspirations graphiques du film (10')";19.90 €;Alice Isaaz,Kevin Janssens,Déborah François,Bruno Todeschini,Constance Dollé,Armelle Abibou,Maryne Bertieaux,Kate Moran;"Belgique;Canada;France";Tous publics;L'Etat sauvage;118 mn;2019;3545020069851;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;2.39;21 juillet 2020;Audio : Français DD 5.1, Français DD 2.0;Sous-titrage : Français;https://images.epagine.fr/851/3545020069851_vid.jpg;En stock;Cinéma;Long métrage;Western;Romance;;
La Bataille de Leningrad;Aleksey Kozlov;Condor Entertainment;;Été 1941. Les troupes allemandes de l'opération Barbarossa pénètrent en URSS. Parmi les premiers objectifs : Leningrad et son important centre de fabrication d'armement. Les soviétiques le savent : avec 3 millions de bouches à nourrir, les habitants de Leningrad ne survivront pas à un siège. L'évacuation des civils entamée dès le mois de juin doit continuer, malgré le feu ennemi. Pendant que sur le front les combats font rage, les troupes soviétiques entreprennent la reconquête des rives du lac Ladoga pour libérer un passage par la voie maritime. Au nors de l'URSS débute le siège le plus héroïque de l'Histoire...;"Boîtier avec fourreau

Pas de bonus vidéo";19.90 €;Maria Melnikova,Andrey Mironov-Udalov,Gela Meskhi,Anastasiya Melnikova,Valeriy Degtyar,Marina Komarova,Vitaliy Kishchenko,Aleksey Shevchenkov;Russie;Accord parental;Spasti Leningrad;96 mn;2019;3512392724916;Disponible;SEVEN7;Blu-ray;B;16/9 Natif;2.4;15 juillet 2020;Audio : Français DTSHD-MA 5.1, Russe DTSHD-MA 5.1;Sous-titrage : Français;https://images.epagine.fr/916/3512392724916_vid.jpg;Sur commande;Cinéma;Long métrage;Guerre;;;
Romance;;France Télévisions Distribution;;C'est l'histoire d'une femme mystérieuse, belle à en mourir. Une femme en danger. Une femme qui refuse d'aimer et d'être aimée. D'un homme qui voyage, de Paris à Biarritz et se retrouve par amour projeté d'aujourd'hui à l'été 1960.;Boîtier avec fourreau;19.90 €;Olga Kurylenko,Pierre Deladonchamps,Barbara Schulz,Simon Abkarian,Anne-Sophie Soldaïni,Pierre Perrier,Mahé Laridan,Jules Plé;France;Tous publics;Romance;312 mn;2020;3660485996471;Disponible;SEVEN7;DVD;2;16/9 Anamorphique;1.77;15 juillet 2020;Audio : Français DD 2.0;;https://images.epagine.fr/471/3660485996471_vid.jpg;Sur commande;Série TV;Série-feuilleton;Dramatique;Romance;Thriller;
Police sur la ville;Don Siegel;Elephant Films;;Daniel Madigan et Rocco Bonaro sont deux inspecteurs de la police New-Yorkaise. Dans les rues dangereuses de Harlem, ils se lancent à la poursuite du truand Barney Benesch, mais celui-ci parvient à s'échapper. Leur hiérarchie va bientôt leur lancer un ultimatum : ils ont 72 heures pour le retrouver ou ils peuvent dire adieu à leur carrière de policier...;"""Peur sur la ville"" : documentaire de Julien Comelli et Erwan Le Gac
Bandes-annonces
Galerie photos";14.90 €;Richard Widmark,Henry Fonda,Inger Stevens,Harry Guardino,James Whitmore,Susan Clark;USA;Tous publics;Madigan;101 mn;1968;3700146542903;Disponible;ELEPHANT FILMS;Blu-ray;"A;B;C";16/9 Natif;2.35;15 juillet 2020;Audio : Français DTSHD-MA 2.0mono, Anglais DTSHD-MA 2.0mono;Sous-titrage : Français;https://images.epagine.fr/903/3700146542903_vid.jpg;Sur commande;Cinéma;Long métrage;Policier;;;
Joe Hill;Bo Widerberg;Malavida Films;Malavida Collector;En 1902, deux immigrants suédois, Joel et Paul Hillstrom, arrivent aux Etats-Unis. Ils doivent faire face à une langue nouvelle et à l'effroyable pauvreté qui règne dans les quartiers de l'East Side à New-York. Paul quitte la ville, Joel y reste, amoureux d'une jeune Italienne. Mais la liaison est de courte durée. Rien ne le retenant à New-York, Joel, devenu Joe Hill, se met en route vers l'Ouest pour retrouver son frère...;"Édition limité à 1000 exemplaires
Nouveau master restauré
Boîtier Digipack
Contient :
- le DVD du film
- un livret textes et photos inédites commentées par Peter Schildt (20 pages)

""La Ballade de Joe Hill"" : documentaire sur le tournage du film (2015, 60', VOST)
""Joe Hill"" : avant-programme AFCAE présenté par Jean-Jacques Bernard (2015, 7')
Contenu DVD-Rom
Portrait de Thommy Berggren
Entretiens avec Olivier Assayas, Jörgen Persson et Petter Davidson, tirés de l'Avant-Scène Cinéma n°674 sur Joe Hill (été 2020)";19.90 €;Thommy Berggren,Anja Schmidt,Kelvin Malave,Evert Anderson,Cathy Smith,Hasse Persson,David Moritz,Richard Weber;"Suède;USA";Tous publics;Joe Hill;117 mn;1971;3760098463411;Disponible;MALAVIDA;DVD;2;16/9 Anamorphique;1.66;15 juillet 2020;Audio : VOST DD;Sous-titrage : Français;https://images.epagine.fr/411/3760098463411_vid.jpg;En stock;Cinéma;Long métrage;Biopic;Drame;;
La Bataille pour Anzio;Duilio Coletti,Edward Dmytryk;Rimini Editions;;Janvier 1944. Dick Ennis, correspondant de guerre, vient couvrir le débarquement anglo-américain à Anzio en Italie. À la grande surprise des soldats alliés, la plage et ses environs semblent totalement déserts. Le Général Lesley, qui dirige les opérations, redoute un piège de l'armée allemande. La suite lui donnera raison...;"Boîtier Blu-ray avec fourreau
Master haute définition
Format respecté

""Le chaudron italien"" : interview de Laurent Henninger, conseiller scientifique de la rédaction et chroniqueur pour la revue ""Guerre et Histoire"" (18')";19.90 €;Robert Mitchum,Peter Falk,Robert Ryan,Earl Holliman,Mark Damon,Arthur Kennedy,Reni Santoni,Joseph Walsh;"Italie;USA";Tous publics;Sbarco di Anzio, Lo;117 mn;1968;3512392724954;Disponible;SEVEN7;Blu-ray;B;16/9 Natif;2.35;15 juillet 2020;Audio : Français DTSHD-MA 2.0mono, Anglais DTSHD-MA 2.0mono;Sous-titrage : Français;https://images.epagine.fr/954/3512392724954_vid.jpg;En stock;Cinéma;Long métrage;Guerre;Drame;Historique;
La Femme qui pleure;Jacques Doillon;Gaumont;Gaumont Découverte en Blu-ray;Dominique vit seule avec sa fille Lola dans une maison isolée de Haute-Provence. Le retour inopiné de Jacques, qu'elle avait chassé, réveille son angoisse d'affronter la vie solitaire.;"""Un cinéaste dans le cadre"" : Interview inédite de Jacques Doillon (24')
La Femme qui pleure restauré (2')
Bande-annonce";14.90 €;Dominique Laffin,Haydée Politoff,Jacques Doillon,Lola Doillon,Jean-Denis Robert,Michel Vivian;France;Interdit aux moins de 12 ans;La Femme qui pleure;92 mn;1979;3607483270967;Disponible;ESC DISTRIBUTION;Blu-ray;"A;B;C";16/9 Natif;1.66;8 juillet 2020;Audio : Français DTSHD-MA 1.0, Audiodescription (po DTSHD-MA 1.0;Sous-titrage : Anglais;https://images.epagine.fr/967/3607483270967_vid.jpg;En stock;Cinéma;Long métrage;Drame;;;
Lectures diaboliques;Tibor Takács;ESC Editions;Trésors du Fantastique;"Virginia, employée dans une librairie de livres anciens, se passionne pour un vieux roman d'épouvante appelé ""Much of Madness, More of Sin"". Elle parvient à mettre la main sur le second et dernier roman de son auteur Malcom Brand : ""I, Madman"". Celui-ci conte l'histoire horrible d'un amoureux, éconduit à cause de sa laideur, qui mutile son propre visage, afin de le reconstruire progressivement. Virginia se rend compte que, au fur et à mesure qu'elle progresse dans la lecture de ce livre, des personnes de son entourages sont mystérieusement assassinées par un sadique qui semble s'inspirer du roman.";"Boîtier DVD avec fourreau

Entretien avec Marc Toullec (15')
""Ripped from the Pages"" : entretien avec le réalisateur Tibor Takács, le superviseur des effets visuels Randall William Cook, le scénariste David Chaskin, l'acteur Clayton Rohner et l'actrice Stephanie Hodge (32')
Bandes-annonces
Spot TV";14.90 €;Jenny Wright,Clayton Rohner,Randall William Cook,Stephanie Hodge,Michelle Jordan,Vance Valencia,Mary Baldwin,Raf Nazario,Bob Frank,Bruce Wagner;"Canada;USA";Interdit aux moins de 12 ans;I, Madman;;1989;3760247209471;Disponible;ESC DISTRIBUTION;DVD;2;16/9 Anamorphique;1.85;8 juillet 2020;Audio : Français DD 2.0, Anglais DD 2.0;Sous-titrage : Français;https://images.epagine.fr/471/3760247209471_vid.jpg;En stock;Cinéma;Long métrage;Fantastique;Horreur;;
Mad Max : Fury Road;George Miller (i);Warner Bros. Entertainment France;Titans of Cult;Hanté par un lourd passé, Mad Max estime que le meilleur moyen de survivre est de rester seul. Cependant, il se retrouve embarqué par une bande qui parcourt la Désolation à bord d'un véhicule militaire piloté par l'Imperator Furiosa. Ils fuient la Citadelle où sévit le terrible Immortan Joe qui s'est fait voler un objet irremplaçable. Enragé, ce Seigneur de guerre envoie ses hommes pour traquer les rebelles impitoyablement...;"Coffret ""Titans of Cult"" avec boîtier métal SteelBook collector inédit
Contient :
- l'Ultra HD Blu-ray 4K du film en version cinéma (en HDR10)
- le Blu-ray du film en version cinéma (VF/VOST Dolby Atmos)
- le Blu-ray du film en édition ""Black & Chrome"" (noir et blanc, VF/VOST Dolby Atmos)
- un boîtier SteelBook Mini ""Mad Max : Fury Road - What a lovely day !"" contenant le pins métallique collector ""pédalier NUX""

Blu-ray version cinéma:
""Furie maximum : le tournage de Fury Road"" (28'38"", VOST)
""Mad Max : la furie sur quatre roues"" (22'37"", VOST)
""Les Guerriers de la route : Max et Furiosa"" (11'18"", VOST)
""Les outils du désert"" (14'26"", VOST)
""Les cinq épouses : Belles comme le jour"" (11'11"", VOST)
""Fury Road : Accident et collision"" (4'02"", VOST)
3 scènes coupées (VOST) :
- Je suis un trayeur (0'32"")
- Retournez chaque grain de sable ! (1'49"")
- C'est parti (0'59"")

Blu-ray édition ""Black & Chrome"" :
Introduction de George Miller (1'37"", VOST)";29.90 €;Tom Hardy,Charlize Theron,Nicholas Hoult,Hugh Keays-Byrne,Josh Helman,Nathan Jones,Zoë Kravitz,Rosie Huntington-Whiteley,Riley Keough,Abbey Lee,Courtney Eaton;"Australie;USA";Tous publics;Mad Max: Fury Road;120 mn;2015;5051889669593;Disponible;WARNER HOME VIDEO;4K Ultra HD;UHD sans zone / Blu-ray zone ABC;16/9 Natif;2.4;8 juillet 2020;Audio : Audiodescription En  DD 5.1, Castillan DD 5.1, Italien DD 5.1, Français ATMOS, Anglais ATMOS;Sous-titrage : Français, Néerlandais, Castillan, Norvégien, Italien, Finlandais, Suédois, Danois;https://images.epagine.fr/593/5051889669593_vid.jpg;Sur commande;Cinéma;Long métrage;Action;Science-Fiction;;
Le Trou normand;Jean Boyer;Gaumont;Gaumont Découverte DVD;Hippolyte, un normand trentenaire naïf, apprend que son oncle décédé lui laisse en héritage sa fortune et son auberge « Le Trou normand ». Pour cela une seule condition : il doit impérativement obtenir son certificat d'études. Sa tante et sa cousine feront tout pour l'en empêcher et ainsi mettre la main sur la fortune...;;12.90 €;Bourvil,Jane Marken,Brigitte Bardot,Jeanne Fusier-Gir,Pierre Larquey,Jean Duvaleix,Noël Roquevert,Georges Baconnet;France;Tous publics;Le Trou normand;;1952;3607483270752;Disponible;ESC DISTRIBUTION;DVD;ALL;4/3;1.37;8 juillet 2020;Audio : Français DD 2.0mono;Sous-titrage : Français;https://images.epagine.fr/752/3607483270752_vid.jpg;En stock;Cinéma;Long métrage;Comédie;;;
Le Couturier de ces dames;Jean Boyer;Gaumont;Gaumont Découverte DVD;Fernand n'a qu'un seul rêve : ouvrir sa propre maison de couture. Or, quand arrive un héritage inattendu, il décide de se lancer dans l'aventure, tout en prenant soin de ne pas avertir son épouse, colérique et explosive.;;12.90 €;Fernandel,Suzy Delair,Fred Pasquali,Françoise Fabian,André Bervil,Gaston Orbal,Robert Pizani,Georges Chamarat;France;Tous publics;Le Couturier de ces dames;;1956;3607483270769;Disponible;ESC DISTRIBUTION;DVD;ALL;4/3;1.37;8 juillet 2020;Audio : Français DD 2.0mono;Sous-titrage : Français;https://images.epagine.fr/769/3607483270769_vid.jpg;En stock;Cinéma;Long métrage;Comédie;;;
Le Combat dans l'île;Alain Cavalier;Gaumont;Gaumont Découverte DVD;Appartenant à un réseau politique clandestin, Clément s'aperçoit, à la suite de circonstances dramatiques, qu'il est trahi par son meilleur ami, Serge. Il fuit alors en compagnie de sa femme, Anne, dont il est épris et fort jaloux. Le couple se réfugie auprès d'un ami d'enfance...;;12.90 €;Romy Schneider,Jean-Louis Trintignant,Henri Serre,Maurice Garrel,Diana Lepvrier,Robert Bousquet,Jacques Berlioz;France;Tous publics;Le Combat dans l'île;;1962;3607483270783;Disponible;ESC DISTRIBUTION;DVD;ALL;16/9 Anamorphique;1.66;8 juillet 2020;Audio : Français DD 2.0mono;Sous-titrage : Français;https://images.epagine.fr/783/3607483270783_vid.jpg;En stock;Cinéma;Long métrage;Drame;;;
Vautrin;Pierre Billon;Gaumont;Gaumont Découverte en Blu-ray;Vautrin, dit Trompe-la-Mort, s'est évadé du bagne et se dirige vers Paris sous les traits d'un prêtre espagnol. En route, il rencontre le jeune Lucien, pleurant sur sa pauvreté. Vautrin le prend à sa charge et, en quelques semaines, fait de lui le dandy le plus recherché de la capitale.;"""Un personnage reparaissant"" : Interview inédite de Agathe Novak-Lechevalier, spécialiste de Honoré de Balzac
Vautrin restauré";14.90 €;Michel Simon,Georges Marchal,Louis Seigner,Madeleine Sologne,Renée Albouy,Marcel André,Lucienne Bogaert,Gisèle Casadesus;France;Tous publics;Vautrin;122 mn;1943;3607483270899;Disponible;ESC DISTRIBUTION;Blu-ray;"A;B;C";16/9 Natif;1.37;8 juillet 2020;Audio : Français DTSHD-MA 2.0mono;Sous-titrage : Français;https://images.epagine.fr/899/3607483270899_vid.jpg;Sur commande;Cinéma;Long métrage;Comédie Dramatique;;;
la fille prodigue;Doillon Jacques;Gaumont;Gaumont Découverte en Blu-ray;Anne, 30 ans, ne supporte plus aucun contact humain, pas même celui de son mari, et retourne chez ses parents. Elle convainc sa mère de rejoindre son autre fille, enceinte, et seule avec son père, essaie de faire le vide autour de lui. Elle l'aime d'un amour incestueux, entier et sans partage.;"""L'Ombre du père"" : Interview inédite de Jacques Doillon
Bande-annonce";14.90 €;Natasha Parry,Jane Birkin,Michel Piccoli;France;Tous publics;La Fille prodigue;97 mn;1981;3607483270974;Disponible;ESC DISTRIBUTION;Blu-ray;"A;B;C";16/9 Natif;1.66;8 juillet 2020;Audio : Français DTSHD-MA 2.0mono;Sous-titrage : Anglais;https://images.epagine.fr/974/3607483270974_vid.jpg;En stock;Cinéma;Long métrage;Drame;;;
Le Petit Prince a dit;Christine Pascal;Gaumont;Gaumont Découverte en Blu-ray;Violette a dix ans. Son père, médecin et sa mère, actrice, ont divorcé mais Violette n'en souffre pas trop. Lorsque son père apprend qu'elle est atteinte d'une tumeur cérébrale, il l'enlève et part avec elle sur les routes.;Interview inédite de Richard Berry;12.27 €;Richard Berry,Anémone,Marie Kleiber,Lucie Phan,Claude Muret,Jean Cuenoud,John Gutwirth,Baptiste Adatte,Huguette Bonfils;"France;Suisse";Tous publics;Le Petit Prince a dit;105 mn;1992;3607483270981;Disponible;ESC DISTRIBUTION;Blu-ray;"A;B;C";16/9 Natif;1.66;8 juillet 2020;Audio : Français DTSHD-MA 2.0mono;Sous-titrage : Français;https://images.epagine.fr/981/3607483270981_vid.jpg;En stock;Cinéma;Long métrage;Comédie Dramatique;;;
Les Perles de la couronne;Christian-Jaque,Sacha Guitry;Gaumont;Gaumont Découverte DVD;L'écrivain Jean Martin raconte à sa femme l'histoire des perles noires qui ornent la couronne royale d'Angleterre : de 1523 à 1937, dans divers pays du monde, leur odyssée et l'histoire des personnages qui les possédèrent, de Clément VII à Elisabeth d'Angleterre en passant par la comtesse du Barry, Bonaparte et bien d'autres encore.;;12.90 €;Sacha Guitry,Raimu,Aimé Simon-Girard,Jean-Louis Barrault,Arletty,Marcel Dalio,Jacqueline Delubac,Renée Saint-Cyr,Ermete Zacconi,Barbara Shaw,Marguerite Moreno;France;Tous publics;Les Perles de la couronne;;1937;3607483280027;Disponible;ESC DISTRIBUTION;DVD;ALL;4/3;1.37;8 juillet 2020;Audio : Français DD 2.0mono;Sous-titrage : Français;https://images.epagine.fr/027/3607483280027_vid.jpg;En stock;Cinéma;Long métrage;Aventure;;;
Toys & Pets;Gary Wang;Factoris Films;;Nathan et ses compagnons, petits jouets pouvant changer de couleur, vivent paisiblement dans une boutique. Un jour, la vie du groupe va être bouleversée par l'arrivée soudaine de Timebot, un robot venant du futur. Malgré les sombres projets de Flash, roi du monde souterrain, Nathan et ses nouveaux amis vont tenter de le renvoyer dans son propre monde.;"Contient :
- le DVD du film
- la copie digitale (VF, stéréo)

Pas de bonus vidéo";12.90 €;;Chine;Tous publics;Tea Pets;102 mn;2017;3760125768410;Disponible;ESC DISTRIBUTION;DVD;2;16/9 Anamorphique;2.39;8 juillet 2020;Audio : Français DTS 5.1, Français DD 5.1;;https://images.epagine.fr/410/3760125768410_vid.jpg;En stock;Animation;Images de synthèse;Action / Aventure;;;
Comme un oiseau sur la branche;John Badham;Rimini Editions;;15 ans plus tôt, Rick Jarmin a témoigné contre deux agents fédéraux corrompus. Depuis, il vit sous une fausse identité. Mais il croise par hasard Marianne Graves, son amour de jeunesse, qui le reconnait. Au même moment, les agents qu'il a fait condamner retrouvent sa trace. Désormais, Rick et Marianne ne sont plus en sécurité.;"Nouveau master Haute Définition
Boîtier DVD avec fourreau

Interview de Matthieu Rostac, auteur du livre ""Mel Gibson - Sur la brèche""";14.90 €;Mel Gibson,Goldie Hawn,David Carradine,Bill Duke,Stephen Tobolowsky,Joan Severance,Harry Caesar,Jeff Corey,Alex Bruhanski,John Pyper-Ferguson,Clyde Kusatsu;USA;Tous publics;Bird on a Wire;110 mn;1990;3760233155683;Disponible;ESC DISTRIBUTION;DVD;2;16/9 Anamorphique;2.35;8 juillet 2020;Audio : Français DD 2.0, Anglais DD 2.0;Sous-titrage : Français;https://images.epagine.fr/683/3760233155683_vid.jpg;En stock;Cinéma;Long métrage;Action;Aventure;Comédie;
